Unnamed: 0,Dates,Gold Price,Inflation,Inflation Rate,CI
107,2016-10-01,30071.37,,-3.549393803322859,-1.4705675161262093
106,2016-11-01,29796.43,,-0.9142915670287012,-2.371413808367505
105,2016-12-01,27754.29,,-6.853639848800676,-9.062525495417944
104,2017-01-01,28745.95,,3.572997183498478,-5.813332092624581
103,2017-02-01,29264.74,,1.8047411896284549,-4.113506501761612
102,2017-03-01,28758.18,,-1.7309567759699944,-5.773260258209397
101,2017-04-01,29010.28,,0.8766201477283977,-4.947249673085259
100,2017-05-01,28471.36,,-1.8576863098184446,-6.713031603014261
99,2017-06-01,28823.1,,1.235416924235435,-5.560548607331738
98,2017-07-01,28170.48,,-2.264225569074801,-7.6988708130585
97,2017-08-01,28893.24,,2.5656644828203214,-5.330733524267042
96,2017-09-01,29899.29,,3.4819563330384518,-2.0343910047742093
95,2017-10-01,29505.3,,-1.3177235981188904,-3.3253069525451826
94,2017-11-01,29399.09,,-0.359969225867892,-3.673306096718266
93,2017-12-01,28763.42,,-2.162209782683756,-5.756091295630862
92,2018-01-01,29854.32,,3.792664432810846,-2.1817360901095277
91,2018-02-01,30391.32,,1.798734655487045,-0.42224507776655057
90,2018-03-01,30419.72,,0.09344773441891124,-0.3291919218065075
89,2018-04-01,30985.5,,1.8599119255535514,1.5245973239354058
88,2018-05-01,31116.14,,0.42161656258572366,1.9526418413515798
87,2018-06-01,30707.14,,-1.3144303888592865,0.6125453347439866
86,2018-07-01,30097.05,,-1.9868017666249613,-1.386426493413047
85,2018-08-01,29644.29,,-1.5043334811883504,-2.869903496668919
84,2018-09-01,30537.78,,3.0140374419491844,0.05763397934285516
83,2018-10-01,31489.29,,3.1158453561457384,3.17527512115751
82,2018-11-01,31010.37,,-1.5208980577205833,1.6060843657919572
81,2018-12-01,31250.5,,0.774353869366928,2.3928750115906925
80,2019-01-01,32230.0,,3.1343498504023937,5.602225936339195
79,2019-02-01,33216.5,,3.0608129072292893,8.834512498120102
78,2019-03-01,32036.32,,-3.552993241310795,4.967629624848342
77,2019-04-01,31659.26,,-1.1769766315232253,3.7321851535000263
76,2019-05-01,31737.55,,0.24728941864086804,3.9887038711095855
75,2019-06-01,33121.26,,4.35985134328265,8.522456773696375
74,2019-07-01,34522.26,,4.229911543220275,13.112860699753192
73,2019-08-01,37356.15,,8.208877402580246,22.398156761147302
72,2019-09-01,37926.74,,1.5274325646513265,24.267706066050046
71,2019-10-01,38213.55,,0.756221072520351,25.207444645659166
70,2019-11-01,38122.2,,-0.2390513312686359,24.90813458238628
69,2019-12-01,38091.57,,-0.08034688449249357,24.807774787771642
68,2020-01-01,39983.83,,4.9676608236415625,31.00780172076256
67,2020-02-01,41195.21,,3.0296747460160702,34.97691200480732
66,2020-03-01,42285.33,,2.6462299864474597,38.548711525059325
65,2020-04-01,45504.44,,7.612829319293477,49.09618845754238
64,2020-05-01,46343.28,,1.8434245097840924,51.84466413872259
63,2020-06-01,47314.73,,2.096204670882174,55.02763908088385
62,2020-07-01,49878.43,,5.418397188359728,63.42765231802293
61,2020-08-01,52917.19,,6.092332898208708,73.38420894496399
60,2020-09-01,50783.64,,-4.031865637612282,66.3935906034661
59,2020-10-01,50697.85,,-0.16893235695590328,66.11249798903611
58,2020-11-01,50428.65,,-0.5309889867124485,65.23045891916139
57,2020-12-01,49443.86,,-1.9528383171074397,62.00377520585554
56,2021-01-01,49612.0,,0.34006244658082807,62.55468920737388
55,2021-02-01,47107.0,,-5.049181649600903,54.34700766934938
54,2021-03-01,44648.0,,-5.2200309932706395,46.29004603182353
53,2021-04-01,46517.21,,4.186548109657765,52.414549188586314
52,2021-05-01,47860.25,,2.887189493952885,56.81504604001483
51,2021-06-01,47890.86,,0.06395704159506184,56.91534030423796
50,2021-07-01,47763.52,,-0.2658962482611583,56.498108301422754
49,2021-08-01,47108.95,,-1.3704391971111003,54.35339688252269
48,2021-09-01,46584.14,,-1.1140345942756051,52.63384664381186
47,2021-10-01,47218.79,,1.3623735460180257,54.71328979275687
46,2021-11-01,48192.85,,2.0628652280162147,57.90481645101161
45,2021-12-01,47889.83,,-0.6287654703965356,56.911965489074625
44,2022-01-01,47960.25,,0.1470458341572694,57.142697997620594
43,2022-02-01,49254.0,,2.6975464056171514,61.38169519914523
42,2022-03-01,51750.29,,5.0681975068014795,69.56083825166228
41,2022-04-01,52022.53,,0.5260646848549022,70.4528379410482
40,2022-05-01,50879.43,,-2.197317200835866,66.70744841365668
39,2022-06-01,50804.23,,-0.1478003979211188,66.46105414153715
38,2022-07-01,50784.33,,-0.03916996675277128,66.39585140197359
37,2022-08-01,51639.15,,1.6832357540209741,69.19668586597922
36,2022-09-01,49913.55,,-3.341650666209646,63.542723685534085
35,2022-10-01,50506.0,,1.1869522404236867,65.48389770836945
34,2022-11-01,51873.62,,2.707836692670183,69.96493141097747
33,2022-12-01,53940.82,,3.985069867882745,76.73815267860391
32,2023-01-01,56246.1,,4.273720718372466,84.29144772689816
31,2023-02-01,56646.0,,0.7109826281288862,85.60172790536363
30,2023-03-01,57514.0,,1.5323235532959079,88.44574689738171
29,2023-04-01,60145.25,,4.574973050039991,97.0670890318835
28,2023-05-01,60583.0,,0.7278213990298485,98.50138547630274
27,2023-06-01,59056.12,,-2.5203109783272493,93.49853326601179
26,2023-07-01,58922.09,,-0.22695361632292488,93.05938134723276
25,2023-08-01,58738.31,,-0.31190339650205695,92.45722257954489
24,2023-09-01,58743.45,,0.008750677368823546,92.47406389016582
23,2023-10-01,58773.0,,0.050303480643378806,92.57088504363833
22,2023-11-01,60786.12,,3.4252462865601596,99.16691213259159
21,2023-12-01,62173.0,,2.2815734907903273,103.71105160223446
20,2024-01-01,62322.43,,0.240345487591077,104.20066192248476
19,2024-02-01,62017.33,,-0.48955087277565806,103.20099579982957
18,2024-03-01,65229.0,,5.178665382724471,113.72409542666675
17,2024-04-01,71353.0,,9.388462187064036,133.789501310444
16,2024-05-01,72134.95,,1.0958894510391954,136.3515757929423
15,2024-06-01,72014.0,,-0.1676718428445533,135.95528075021812
14,2024-07-01,71188.55,,-1.1462354542172315,133.25067766616132
13,2024-08-01,70440.71,,-1.0505060153634207,130.80036526640237
12,2024-09-01,72877.62,,3.4595193603244327,138.78494858649307
11,2024-10-01,76713.09,,5.262891406168315,151.35194112487503
10,2024-11-01,76220.94,,-0.6415463123698892,149.73940201551827
9,2024-12-01,76195.05,,-0.03396704370216297,149.65457292369413
8,2025-01-01,79079.0,,3.7849571592905273,159.10389155506567
7,2025-02-01,84995.47,,7.481720810834737,178.4893213312237
6,2025-03-01,86890.11,,2.2291070335866126,184.69714638080563
5,2025-04-01,93091.21,,7.1367155594578096,205.015171923897
4,2025-05-01,94589.81,,1.6098190151357912,209.92536416057698
3,2025-06-01,97175.81,,2.7339097097245464,218.39844378426216
2,2025-07-01,97581.22,,0.41719230331087903,219.7267775855917
1,2025-08-01,99696.47,,2.167681445261701,226.65743561884773
0,2025-09-01,109590.91,,9.924564029197827,259.07676197297593
